data,label
"mình mua điện thoại 16g, shop giao cho mình điện thoại 8g. mình chỉ mua điện thoại hkhôngcó mua mật ong, shop giao mật ong kèm theo cho mình là sau. hoang mang quá w.",2
"    Kiểu dáng rất đẹp mắt , cấu hình rất mạnh mẽ , máy chạy rất mượt mà .Pin sử dụng cả ngày, nhìn chung rất đáng đồng tiền .",0
"shop uy tín, giao hàng đúng như quảng cáo, test qua các ứng dụng chạy rất mượt, cảm ứng nhạy, chụp hình sắt nét, bề ngoài mới 99%, 
nói chung là mình rất vừa lòng, shop phục vụ rất chuyên nghiệp và nhiệt tình vui vẻ, mình sẽ giới thiệu bạn bè người thân ủng hộ shop ,đánh giá shop 5 sao...",0
"Shop uy tín, giao hàng đúng hẹn, máy chất lượng rất đúng quảng cáo, phong cách làm việc chuyên nghiệp, máy đẹp, các chức năng chạy rất mạnh, màu sắc màn hình sáng và trong, nói chung là rất hài lòng ,sẽ luôn ủng hộ shop ,chỉ có một từ dành cho shop....Tuyệt....",0
"Sản phẩm rất tốt, pin sử dụng lâu,hiệu năng tốt mẫu mã đẹp, giá cả hợp lý, nhân viên shop nhiệt tình vui vẻ, tôi rất hài lòng về sản phẩm và phong cách phục vụ của shop,",0
giả mạo chính hãng,2
"chất lượng tốt, máy đẹp quá shop ơi, test qua màn hình cảm ứng rất nhạy, chụp hình sắt nét, các ứng dụng chạy mượt lắm, pin trâu ,vừa ý mình, cảm ơn shop vì đã giao hàng đúng như quảng cáo, sẽ giới thiệu bạn bè người thân ủng hộ shop nhiều hơn nữa, bình chọn shop 5 sao ,",0
"sản phẩm rất tốt, giá cả hợp lý, xem qua máy chạy mượt mà, cảm ứng nhạy, màn hình sáng, các ứng dụng hoạt động tốt, camera sắt nét, pin trâu, nói chung rất hài lòng, shop thật đáng tin tưởng, sử dụng sản phẩm shop mình an tâm lắm, cảm ơn shop chúc shop luôn thành công nhé,",0
"đúng đẹp luôn nha anh em, sản phẩm rất chuẩn, màn hình cảm ứng mượt, các chức năng đều ổn, pin trâu, rất vừa ý và hài lòng, shop rất uy tín trên Lazada, mọi người nên sử dụng sản phẩm của shop,",0
"shop giao hàng rất uy tín, chất lượng sản phẩm đúng như quảng cáo, test máy các chức năng cơ bản ổn, màn hình cảm ứng mượt, lên mạng chơi game lướt web êm ái, tất cả đều như mong đợi của mình, giá cả  hợp lý, shop đã làm mình hài lòng lắm, mình đã  giới thiệu shop với bạn bè và người thân đến ủng hộ shop,chúc shop luôn thành công và nhiều khách,",0
"quá chuẩn,, máy đẹp lắm shop ơi, chất lượng đúng như shop quảng cáo, các chức năng cơ bản ổn định, màn hình cảm ứng mượt mà, chụp hình sắt nét, nhân viên shop hướng dẫn nhiệt tình, vui vẻ có tâm với khách hàng, mình hài lòng và rất an tâm khi sử dụng sản phẩm của shop ,chúc shop có thêm nhiều khách nhé",0
"rất tuyệt, máy đẹp quá, chất lượng thì đúng như shop quảng cáo, các ứng dụng hoạt động tốt, màn hình đẹp màu sắc rực rỡ như mong đợi, camera trước và sau chụp ảnh đẹp lắm, lên mạng lướt web xem phim mượt ,mình thích phong cách phục vụ của shop,vui vẻ nhiệt tình hướng dẫn tận tình với khách hàng, chế độ hậu mãi tốt, rõ ràng, mình đặt niềm tin vào shop rất nhiều, sẽ giới thiệu bạn bè người thân ủng hộ shop,chúc shop có thêm nhiều khách hàng tiềm năng, luôn mua mai bán đắt shop nhé,,,,,",0
"shop giao hàng rất uy tín, chất lượng sản phẩm đúng như quảng cáo, test máy các chức năng cơ bản ổn, màn hình cảm ứng mượt, lên mạng chơi game lướt web êm ái, tất cả đều như mong đợi của mình, giá cả  hợp lý, shop đã làm mình hài lòng lắm, mình đã  giới thiệu shop với bạn bè và người thân đến ủng hộ shop,chúc shop luôn thành công và nhiều khách,,",0
"Lúc mua giá là 176K. Được cái giao hàng rất lẹ dù ở Tỉnh lẻ. Điên thoại sạc nhanh đầy. Mình mua 5 cái. Có  kết nối Bluetooth , giả giọng nói 
Nói chung với tầm giá trên thì cũng là phải.
Vấn đề xem xài có bền nữa khôngthui.
Chứ điện thoại nhỏ gọn đẹp",0
"Giao hàng nhanh, sản phẩm đúng quy cách, chất lượng đạt yêu cầu,có tính năng thay đổi giọng nói,thiết kế nhỏ gọn độ bền và ổn đình xem xét sau sử dụng.",0
"Điện thoại siêu cute . Tôi xin chân thành cảm ơn tới các ban ngành, lãnh đạo,cảm ơn Thủ tướng chính phủ và đoàn thể nhà nước Việt Nam đã cho tôi mua được điện thoại siêu cute này ,xin cảm ơn Lazada và những người sáng lập, cảm ơn cha mẹ của họ vì đã sinh ra những con người thông minh và xuất sắc như thế này, để tôi mua được cái điện thoại mini này cũng phải cám ơn Bill Gates, người đồng sáng lập ra microsoft windows xp, cảm ơn cha và mẹ ông và người vợ yêu quý của ông, cảm ơn tổng thống nước mỹ, cảm ơn nhà nước liên xô cũ đã giúp Việt Nam chúng tôi xây dựng thành công đập thủy điện Hòa Bình và mang điện đến cho chúng tôi thắp sáng, nấu cơm và là có điện để chạy máy tính lên Lazada",0
hàng rất ok đã ủng hộ shop nhiều lần,0
"Xinh, rất ưng",0
"máy đúng hàng chính hãng, sài ok. sẽ giới thiệu bạn bè ủng hộ shop 👍
máy rất đẹp, giao hàng nhanh, đóng gói cẩn thận, mới tinh, tất cả đều rất tốt mà giá thì quá mềm. rất ưng ý về lựa chọn mua online lần này . tuần sau sẽ mua thêm nhé .",0
"đã nhận sản phẩm. 
mây sài rất ổn, mượt mà rất đã. với giá này thì mình hài lòng với chát lượng sản phẩm nhận được. máy ngoại hình siêu đẹp, màn hình đẹp, âm thanh hay, chơi game ổn, giá bán quá hợp lý không nói là quá rẻ nếu so về cấu hình máy. tư vấn nhiều tình, giao hàng nhanh. ưng cái bụng 🤗🤗🤗🤗🤗",0
"đẹp quá shop ơi 😍😍😍😍😍
quan trọng hơn là sản phẩm đúng chính hãng như shop giới thiệu. mà giá tốt quá trời . pin sài trâu lắm, máy chạy êm ru, các ứng dụng chạy rất mượt, chụp hình quay phim rất nét. nói chung mọi chức năng hoạt động rất tốt. shop nhiệt tình, nhân viên phục vụ chuyên nghiệp.
rất hài lòng. Sẽ giới thiệu bạn bè ủng hộ shop nhiều nhiều... chúc shop đông khách nhé",0
"đang sài nên không chụp được hình. nhưng mà mua hàng online mà chọn đươc shop uy tín như này thì quá okrồi. shop giao hàng chuẩn 👌👌
máy đẹp. sóng mạnh. sài ổn định. không có gì để phàn nàn. máy chất lượng tốt hơn mong đợi
tặng shop mấy hình phong cảnh của máy chụp. màu sắc đep tuyệt vời 👍👍👍",0
"mức giá sản phẩm rất tốt. Ngoại hình đẹp, màn hình sáng, đẹp, hiển thị sắc nét. cấu hình mạnh so với giá tiền. chơi game rất mượt, âm thanh hay, chụp hình đẹp, thêm nữa là shop tư vấn nhiệt tình, rép tin nhắn rất nhanh. tóm lại ở mức giá này mình thấy hài lòng. ủng hộ shop ở đơn hàng tiếp theo. tặng 5 sao",0
"mình rất hài lòng máy này  rất tốt, gọi NC nghe gỗ và lớn cả 2 bên , mình sẽ giới thiệu cho các bạn bè của mình ủng hộ shop này, shop này không lừa người khác hàng , mình rất thích đó,",0
giao hàng không đúng như hình ảnh nhưng đẹp thấy OK,1
xài cũng được,1
Hàng đúng như hình. Nên mua vài cái về dùng,0
dùng tạm được,1
"Quá đẹp, quá chuẩn, shop giao hàng rất ok,chất lượng rất tốt, các ứng dụng chạy mượt không lỗi, màn hình sáng trong.camera chụp ảnh sắt nét, pin trâu .nói chung là hài lòng ,rất chuẩn.. mình rất  an tâm khi  mua sản phẩm của Shop..",0
"hàng đóng gói đẹp, chất lượng tốt, quan trọng đúng hàng chính hãng, máy cấu hình mạnh mẽ, camera sắt nét, chơi game lướt web xem phim rất mượt, pin trâu,rất đáng tiền, mình hài lòng về phong cách phục vụ shop nhiệt tình, vui vẻ, có tâm với khách hàng, anh em an tâm khi mua hàng ủng hộ shop,",0
"Rất đáng mua.
Loa to rõ, sóng tốt. Mọi thứ điều ổn.
Còn bền hay không thì xài lâu mới biết.
Cho shop 5 sao từ cách cư xử đến sản phẩm",0
"Trước mắt là hình thức và chất lượng phù hợp giá tiền, nếu sử dụng ok sẽ tiêp tục ủng hộ",0
"mới mua cũng hơi lo do lần đầu mua online
thấy rẻ quá nên mua thử xem sao
mới nhận máy thấy mừng ngay
máy giao đẹp quá
rẻ ngom
đang xài thử thấy ok lắm",0
"Sản phẩm  chính hãng, shop giao đúng màu đúng mẫu. Máy chạy trơn tru, mướt mát, sản phẩm trong tầm giá, shop phục vụ chứ đáo. Sẽ giới thiệu.",0
"Đã nhận hàng máy chuẩn chính hãng. Nghe gọi to rõ ràng, lên Web  nhanh. Máy nhìn cứng cáp, máy cầm  chắc tay. Nói chung điện thoại tốt hơn mong đợi.5 sao",0
"Tôi hài lòng về sản phẩm của shop. Máy chính hãng và đẹp. Không bị trầy xướt, sóng tốt. Nghe gọi to rõ. Phụ kiện đầy đủ. Giá trong tầm tay, Nói chung là hài lòng.",0
"sau 10 ngày sài đã có kết quả :
Sản phẩm dùng ổn, rất tốt, thời gian giao hàng nhanh, hy vọng sẽ ổn từ lâu, cảm ơn shop. Chúc shop thành công.",0
"Máy chính hãng. Shop giao hàng đúng quảng cáo. Máy tốt hơn mong đợi. Máy chạy mượt, tất cả đều hoàn hảo, tháng sau lãnh lương làm thêm con nữa.",0
"Điện thoại  zin còn mới nguyên. bao bọc rất cẩn thận. test qua máy các ứng dụng rất êm.nhân viên tư vấn nhiệt tình, chuyên nghiệp, rất vừa ý và hài lòng về shop .....5 sao 👌",0
Tư vấn nhiệt tình giao hàng nhanh nên đánh giá 5 sao,0
Máy mới lắm ạ. Mua máy cho mami dùng thấy mami khen là e vui lắm ạ.,0
"Máy xin, Vân tay nhạy, bản quốc tế, nhận máy đã tes Follies chức năng , còn dùng sau này nên shop bảo hành uy tín là OK",0
Giá rẻ máy mới đẹp. Dùng ổn định ạ.,0
"Máy đẹp ,rất hài lòng,có đi kèm cả op lung nữa hi. Thanks😆",0
Đã nhận hàng và tét máy sau 1 tuần rất ưng và OK. không thấy lỗi máy rất mới ,0
"Chua xài chưa biết, nhưng thấy ổn",0
Shop uy tín ,0
Nên mua,0
Hàng tốt,0
sản phẩm tốt nguyên seal,0
"sản phẩm nguyên seal, chất lượng thì khỏi phải bàn nữa rồi. mong may mắn từ shop để được quà tặng.🤩",0
Máy mới như gì v Chơi game lag tệ hại.,2
"Giao hàng nhanh, máy như hình, độ bền thì phải sử dụng 1 thời gian mới biết được, nên ủng hộ shop",0
"nguyên seal, chạy khá mượt, vừa mới nhận chưa cảm nhận hết nhưng thấy lazmall phục vụ khá tốt, giao nhanh hơn 2 ngày. bình luận này sau 7 ngày sẽ được 5 sao nhé, bây giờ cho tạm 5 sao mà từ từ hưởng thụ sản phẩm mới xem sao đã",0
sao không có tiếng việt shop .,0
"máy mạnh, loa to, đúng như quảng cáo đã thử chụp hình dưới nước rất đẹp ,
shop tư vấn nhiệt tình",0
hướng dẫn sử dụng tận tình,0
"Hàng đẹp, gói cẩn thận chất lượng ok cảm ơn shop!",0
"máy đẹp nguyên seal quá chất lượng, lần thứ 4 mua máy của shop quá ok, shop trả lời nhiệt tình thân thiện, ủng hộ shop nhiều",0
"máy ổn...nhận máy chỉ có 40℅ tiếng Việt... shoop  tư vấn kỹ...hẹn 1, 2 tuần cài hoàn thiện tiếng việt... không biết như thế nào....",0
rất tốt nhưng không có tiếng việt,1
"Mới mua về có tiếng việt
Sau khi hệ thống tự động upgrade lên 12 phát mất tiếng Việt nhưng không sao 
Không tai nghe, 
Pin chạy lâu 2 ngày đêm.",0
máy ok ngoại hình đẹp mỗi tội khôngcó tiếng việt nên sử dụng hơi khó,1
"tốt trong tầm giá,gói hàng niem phong rất cẩn thận.tuy nhiên khi cấm sạc không hiển thị đèn cũng hơi bất tiện.",1
"Hàng đúng với quảng cáo,hỗ trợ nhiệt tình,đã cài được tiếng Việt, lần sau sẽ ủng hộ tiếp.",0
mấy ok. rất hài lòng,0
"Điện thoại ngon hơn quảng cáo
máy đẹp
cảm ứng mượt
chụp hình nét
chiến game ngon
phụ kiện đầy đủ
giá okkhông đòi hỏi nhiều
tóm lại: Tốt hơn,mong đợi Điện thoại ngon hơn quảng cáo
máy đẹp
cảm ứng mượt
chụp hình nét
chiến game ngon
phụ kiện đầy đủ
giá okkhông đòi hỏi nhiều
tóm lại: Tốt hơn,mong đợi",0
"quá tốt ..... máy đẹp hơn quảng cáo.........chạy mượt ..... Chụp hình đẹp ..... Cảm ứng mượt..... hài lòng ..... so với giá tiền bỏ ra máy tốt Không đòi hỏi nhiều cảm ơn shopquá tốt ..... máy đẹp hơn quảng cáo.........chạy mượt ..... Chụp hình đẹp ..... Cảm ứng mượt..... hài lòng ..... so với giá tiền bỏ ra máy tốt Không đòi hỏi nhiều cảm ơn shopquá tốt ..... máy đẹp hơn quảng cáo.........chạy mượt ..... Chụp hình đẹp ..... Cảm ứng mượt..... hài lòng ..... so với giá tiền bỏ ra máy tốt Không đòi hỏi nhiều cảm ơn shop
quá tốt ..... máy đẹp hơn quảng cáo.........chạy mượt ..... Chụp hình đẹp ..... Cảm ứng mượt..... hài lòng ..... so với giá tiền bỏ ra máy tốt Không đòi hỏi nhiều cảm ơn shop",0
"máy mới đủ phụ kiện , giao hàng đúng như quảng cáo, mình đã test thử khá ok, chất lượng tốt, oksẽ mua thêm con nữa tặng người yêu máy mới đủ phụ kiện , giao hàng đúng như quảng cáo, mình đã test thử khá ok, chất lượng tốt, oksẽ mua thêm con nữa tặng người yêu máy mới đủ phụ kiện , giao hàng đúng như quảng cáo, mình đã test thử khá ok, chất lượng tốt, oksẽ mua thêm con nữa tặng người yêu máy mới đủ phụ kiện , giao hàng đúng như quảng cáo, mình đã test thử khá ok, chất lượng tốt, oksẽ mua thêm con nữa tặng người yêu máy mới đủ phụ kiện , giao hàng đúng như quảng cáo, mình đã test thử khá ok, chất lượng tốt, oksẽ mua thêm con nữa tặng người yêu",0
"Điện thoại dùng rất thích, máy sài khá ổn,  mẫu mã đẹp. Bề ngoài đẹp. Bên trong hoạt động cũng rất tốt. Lên mạng nhanh, cam ứng siêu nhạy., shop phục vụ nhiệt tình uy tin tận tâm,  like likeĐiện thoại dùng rất thích, máy sài khá ổn,  mẫu mã đẹp. Bề ngoài đẹp. Bên trong hoạt động cũng rất tốt. Lên mạng nhanh, cam ứng siêu nhạy., shop phục vụ nhiệt tình uy tin tận tâm,  like likĐiện thoại dùng rất thích, máy sài khá ổn,  mẫu mã đẹp. Bề ngoài đẹp. Bên trong hoạt động cũng rất tốt. Lên mạng nhanh, cam ứng siêu nhạy., shop phục vụ nhiệt tình uy tin tận tâm,  like likee",0
"về khâu giáo hàng : giao thần tốc , khâu bán hàng : máy đẹp hơn quảng cáo, TỐt hơn tôi mong đợi,  shop điện thoại lại sao không có phụ kiện hảshop , nhưng tôi đã gọi cho shop shop đồng ý gởi phụ kiện lại cho tôi, shop làm ăn thật có uy tín trách nhiệm , mọi người mua của shop này được nha.về khâu giáo hàng : giao thần tốc , khâu bán hàng : máy đẹp hơn quảng cáo, TỐt hơn tôi mong đợi,  shop điện thoại lại sao không có phụ kiện hảshop , nhưng tôi đã gọi cho shop shop đồng ý gởi phụ kiện lại cho tôi, shop làm ăn thật có uy tín trách nhiệm , mọi người mua của shop này được nha.về khâu giáo hàng : giao thần tốc , khâu bán hàng : máy đẹp hơn quảng cáo, TỐt hơn tôi mong đợi,  shop điện thoại lại sao không có phụ kiện hảshop , nhưng tôi đã gọi cho shop shop đồng ý gởi phụ kiện lại cho tôi, shop làm ăn thật có uy tín trách nhiệm , mọi người mua của shop này được nha.về khâu giáo hàng : giao thần tốc , khâu bán hàng : máy đẹp hơn quảng cáo, TỐt hơn tôi mong đợi,  shop điện thoại lại sao không có",0
"rất tốt  cam ơn  shop ông bố rất thích, nhân viên giao hàng cũng  nhiệt tình tặng shop vs anh  nhân viên (5 sao)+",0
Dùng ok lắm,0
hiện tại bây giờ thì tốt,0
ok nhưng đang test thử ,0
"Máy cũ đã qua sử dụng. vỏ không xước mẻ. màng loa bám quá nhiều bụi bẩn.
đầy đủ phụ phụ kiện. máy dùng nhanh bị nóng.

shop chỉ ghi full box chứ không ghi máy mới nên cũng không thể nói shop bán hàng không đúng miêu tả.
giá 1tr5 thì dùng cũng ok. 
 shop nên thêm phần trọn màu trong phần mua hàng ",1
Quá tồi .... bảo máy mới mà nhận mấy cũ ..... dùng được hôm báo lỗi,2
Điện thoại không nhận sim. Phải làm sao ạ,2
"Máy đẹp,xử lý nhanh nhưng tiếc cái máy màu nóng nhanh hết pin.",1
điện thoại cũ xài nóng quá,2
không nên mua,2
Nói chung ở cái giá như này mình không mong gì hơn. Tuy nhiên máy của shop đẹp nên rất hài lòng và dùng cũng ổn không thấy lỗi gì cả. Cho shop 5 sao,0
"Máy đang dùng thấy rất OK, bền và giao nhanh nữa. Shop gọi xin đánh giá  thì chụp box máy vậy, máy đang dùng ở chụp dc",0
E mua máy đã được 2 tuần a. Nay vào mua thêm tai nghe của shop thì cho shop 5 sao luôn.,0
như cái cục gạch,2
Giá rẻ máy cũng khá đẹp ,0
không dùng được,2
không giống hình mà lại không đặt được mặt khẩu vân tay đặt màu hồng gửi màu vàng hình đăng chụp một kiểu lúc lấy hàng lại một hình khác máy khác camera nhiễu v luôn ý chả nét tý nào chụp cũng chả đẹp,2
dung lượng 4g thôi lừa đảo thật bảo RAM 4g dung lượng 64gb mà chỉ là 4gb thôi,2
"camera trước chụp không thấy j luôn. nhưng chủ yếu là mua làm điện thoại phụ để nghe gọi nên không sao
zay là ok rồi.",1
Chưa sử dụng được lâu nên không đánh giá gì nhiều. chỉ có 1 vấn đề là máy báo ram 4 gb bộ nhớ trong 64 gb mà tôi tải về chưa được 3 gb thì đã hết dung lượng lưu trử. vấn đề là vậy xin được giải đáp ạ,1
mở nguồn không lên,2
"ấy za...shop uy tín ngon lành nha anh em,giao hàng đúng như quảng cáo, test qua các ứng dụng chạy mượt lắm, cấu hình mạnh mẽ, mình chơi game, lướt web, xem phim ok,màn hình cảm ứng nhạy sáng ,camera sắt nét luôn, mình rất hài lòng, sẽ giới thiệu người thân và bạn bè ủng hộ shop,",0
"Giao nhầm hàng, điện thoại phản ánh giọng rất bố đời. Shop đừng nghĩ là ở sài gòn nói giọng gì với khách cũng được. Hp-sg bjo đơn giản ấy mà",2
"Rất hài lòng về sản phẩm, đẹp mới, mượt, pin sử dụng lâu, các chức năng ổn định, cam sắt nét, shop thì uy tín, vui vẻ chuyên nghiệp, phục vụ rất tốt, giao hàng đúng như quảng cáo, anh chị em nên mua hàng của Shop,
Chúc shop có thêm nhiều khách hàng, riêng mình luôn ủng hộ Shop",0
"Máy đẹp, chính hãng, đầy đủ phụ kiện, cấu hình mạnh, cảm ứng nhạy, màn hình sắt nét, rất vừa ý, sẽ ủng hộ shop đơn hàng tiếp theo.... ",0
"hàng đóng gói đẹp, chất lượng tốt, quan trọng đúng hàng chính hãng, máy cấu hình mạnh mẽ, camera sắt nét, chơi game lướt web xem phim rất mượt, pin trâu,rất đáng tiền, mình hài lòng về phong cách phục vụ shop nhiệt tình, vui vẻ, có tâm với khách hàng, anh em an tâm khi mua hàng ủng hộ shop,,",0
"Sản phẩm trải nghiệm rất tốt, sài êm và mượt, màn hình trong và sáng ,các ứng dụng hoạt động chuẩn, 
nhân viên shop nhiệt tình, chuyên nghiệp, mình an tâm khi sử dụng sản phẩm của shop,",0
"Máy chất lượng rất tốt, bề ngoài mới 99% ,cấu hình mạnh ,phần mềm chạy rất ổn định, giá cả hợp lý, mình rất hài lòng về sản phẩm và phong cách phục vụ của shop,mọi người ủng hộ shop nhé, chúc shop buôn mai bán đắt,, ",0
"Máy đẹp, các chức năng dùng tốt, màn hình sáng cảm ứng nhạy, camera sắt nét, test qua tôi rất hài lòng, shop uy tín giao hàng đúng hẹn và sản phẩm tốt, sẽ giới thiệu bạn bè ủng hộ shop ,",0
"Hàng chuẩn, máy mới hơn mong đợi, checkđúng hàng chính hãng, các ứng dụng chạy mượt, chụp hình sắt nét, pin trâu,nói chung là rất vừa ý, cảm ơn shop đã giao hàng đúng như quảng cáo, sẽ ủng hộ shop thêm nữa, ",0
"Máy full box và đầy đủ phụ kiện, Máy đẹp cảm ứng mượt, chụp hình sắt nét, nhân viên shop nhiệt tình, vui vẻ tận tâm với khách giao hàng đúng chất lượng và nhanh,mình hài lòng và rất thích, cảm ơn shop",0
"Máy quá tốt, ngoại hình đẹp, chất lượng tốt, giá vừa tầm, shop nhiệt tình trả lời tin nhanh ,giao hàng đúng hẹn, sẽ giới thiệu người thân và bạn bè ủng hộ shop,",0
"Màu sắt đẹp, hoàn thiện tốt ,cấu hình mạnh mẽ, pin trâu, cảm ứng nhạy, nhân viên shop phục vụ chuyên nghiệp, giao hàng đúng quảng cáo, mình rất hài lòng, 
sẽ ủng hộ shop đơn hàng tiếp theo. cảm ơn shop",0
"sản phẩm tốt, đẹp, bền, phần mềm khá nhạy ,màn hình sáng và trong,camera sắt nét, lướt web chơi game đều mượt, nói chung là rất ok,nhân viên shop phục vụ chuyên nghiệp vui vẻ, mình rất hài lòng, ",0
"sản phẩm tuyệt vời, chính sách bảo hành rất an tâm 
máy thiết kế màu sắc đẹp, chụp hình thì sắt nét, lướt web chơi game mượt mà không bị lag,
nhân viên Shop nhiệt tình ,vui vẻ, tôi rất an tâm khi sử dụng sản phẩm của Shop,",0
" Máy Thiết kế đẹp, sang trọng màn hình sáng trong, camera chụp hình sắt nét, cấu hình rất ổn pin trâu, nhân viên tư vấn nhiệt tình, vui vẽ, có tâm với khách hàng, tôi rất hài lòng shop, rất tuyệt.. ",0
"Tuyệt vời, sản phẩm đẹp hơn mong đợi, cấu hình mạnh mẽ, xem phim,lướt web nhanh,cam trước sau rất sắt nét, pin trâu bò luôn, shop phục vụ nhiệt tình chuyên nghiệp, thái độ ân cần với khách, rất hài lòng.. ",0
"Sản phẩm đẹp, chất lượng rất tốt, giá cả hợp lý, hình ảnh màu sáng đẹp, các ứng dụng hoạt động rất mượt, lên mạng lướt web êm,mình rất vừa ý. 
Cảm ơn đã giao hàng đúng như quảng cáo, bình chọn shop 5 sao.",0
"Máy đẹp 99% luôn, xem qua màn hình sáng cảm ứng nhạy, camera sắt nét, xem phim, lướt Web chơi game rất mượt và mạnh, rất vừa ý mình
Cảm ơn shop giao hàng đúng mô tả, sẽ ủng hộ shop đơn đặt hàng sau, đánh giá shop 5 sao... ",0
máy ok mạnh mẻ đẹp 4g mạnh chúc shop luôn buôn bán đắt hàng,0
Máy xài tốt lắm. Kiểm tra hết không bị lỗi gì cả. Anh chủ shop tư vấn rất tận tình và trả lời tin nhắn nhanh lắm luôn. Giao hàng cực nhanh. Sẽ ủng hộ shop dài dài ạ.,0
"máy rất ok trong tầm giá, shop đóng gói kĩ càng. sẽ ủng hộ shop dài dài",0
"đã nhận hàng, shop bàn giao nhanh, điện thoại cũng rất ổn, có 1 số ứng dụng hiện chữ tiếng Anh nên chẳng hiểu gì,....v.v sản phẩm đúng mẫu mã đẹp 90%",0
kém chất lượng,2
"hàng chuẩn, cảm ứng mượt, ok",0
giao nhầm màu,2
Shop hướng dẫn set tiếng việt lại máy đi ạ. Toàn tiếng trung,1
ok Sài tốt ,0
"Máy nguyên seal, chính hãng. Mua đúng đợt khuyến mãi còn 11490k.  Máy nhận diện khuôn mặt nhanh, nhạy, cảm biến vân tay trong màn hình cảm giác không nhạy lắm. Máy chơi game nóng nhanh. Pin trâu, bắt sóng wifi khỏe.",1
"mình đã mua hàng của shop này được vài lần và lần nào mình cũng cảm thấy hài lòng lắm.  Mọi người nên mua hàng của shop này shop giao hàng uy tín máy đẹp không chê vào đâu được, đóng gói hàng rất cân thận.  mình thắc mắc gì gọi điện thoại shop tư vấn tận tinh.  rất thích cách phục vụ của shop này",0
"sản phẩm tốt quá, hàng chuẩn luôn shop ơi,cầm trên tay rất sang chảnh,  các ứng dụng hoạt động êm ái,màn hình màu sắc đẹp, cảm ứng nhạy, camera sắt nét,WiFi ổn định nên lên mạng lướt web rất mượt, tất cả rất hoàn hảo,giá cả hợp lý, mình rất hài lòng vừa ý, cảm ơn shop đã giao hàng đúng như quảng cáo ,",0
"máy đẹp quá, shop giao hàng đúng chuẩn luôn, các chức năng rất ổn định, cấu hình mạnh mẽ lên mạng xem phim, chơi game tuyệt vời, màn hình cảm ứng nhạy và sáng ,giá cả hợp lý, mình rất hài lòng vừa ý, cảm ơn shop đã giao hàng đúng như mong đợi, ",0
"thật tuyệt, hình thức  quá chuẩn, các ứng dụng rất mượt, màn hình sáng sắc nét, cấu hình mạnh lên mạng choi fb ,,zalo chơi game  ok,👌,rất thích cảm ơn shop nhé, sẽ ủng hộ shop thêm nhiều sản của shop ,",0
"sản phẩm rất đẹp, lần thứ hai mình đặc hàng trên lazada,shop giao hàng rất đúng như quảng cáo, chất lượng không chê vào đâu được, các chức năng hoạt động ổn định, màn hình sáng và đẹp, cam trước và sau đều sắt nét, WiFi mạnh  nên chơi game xem phim sướng luôn, mình rất vừa ý, sẽ giới thiệu bạn bè và gia đình ủng hộ shop ,",0
"mình đã 2 lần mua hàng của shop ,thì 2 lần đều bất ngờ, shop giao hàng nhanh,chất lượng tốt, máy đẹp cấu hình mạnh, lên mạng lướt web, chiến game mạnh vô tư, camera sắt nét, nói chung là rất chuẩn, shop giao hàng đúng quảng bá, nhân viên phục vụ vui vẻ chuyên nghiệp, mình cảm thấy an tâm khi sử dụng sản phẩm của shop ,",0
"máy đẹp lắm shop ơi, hàng được đóng gói rất cẩn thận và gọn,  máy thiết kế rất đẹp, các chức năng cơ bản rất ổn định, cảm ứng nhạy, màu sắc đẹp như mong đợi, camera sắt nét, WiFi ổn định nên chơi game nặng hay lướt web rất mượt mà, không có từ gì để nói ,,,,rất chuẩn.. shop rất uy tín giao hàng đúng như quảng cáo, cảm ơn shop nhé,,",0
"rất chuẩn, shop giao hàng đúng hẹn, chất lượng sản phẩm thì rất ok,nhân viên nhiệt tình, test qua các ứng dụng chạy ổn định, màn hình cảm ứng nhạy, pin xài tốt sạc nhanh,WiFi mạnh, chiến game nặng rất mượt, camera sắt nét, rất vừa lòng thật đáng đồng tiền, cảm ơn shop nhé, ",0
"sản phẩm đẹp quá, chất lượng tốt, shop giao hàng rất nhanh và chuẩn, giá cả vừa tầm, test qua các ứng dụng chạy tốt, chụp hình sắt nét, lướt web, coi phim ,chơi game rất ổn định, nhân viên shop nhiệt tình, vui vẻ, hết lòng vì khách hàng, làm mình hài lòng lắm, mình sẽ ủng hộ shop hết mình ,giới thiệu bạn bè người thân ủng hộ tất cả  sản phẩm của shop trên Lazada,, ",0
"chất lượng tuyệt vời, màu sắc đẹp, hoàn thiện tốt cấu hình mạnh, pin trâu,màn hình rực rỡ như mong đợi, pin sạc nhanh xài trâu bò, nhân viên tận tình, phục vụ tốt rất ấn tượng, sẽ giới thiệu bạn bè người thân ủng hộ shop,",0
"tuyệt vời, máy đẹp quá, các chức năng ổn định, lên mạng lướt web, chơi game nặng đúng ok luôn, màn hình cảm ứng mượt, camera sắt nét, shop rất uy tín, giao hàng đúng quảng cáo, nhân viên shop nhiệt tình  có tâm với khách hàng, mình hài lòng về sản phẩm và phong cách phục vụ của shop,cảm ơn shop nhé,, ",0
"đúng chuẩn luôn, shop giao hàng nhanh, chất lượng, máy quá đẹp, cầm rất đã tay, màn hình sắt nét, các ứng dụng chạy ổn định, pin trâu lên mạng lướt Web êm rủ,zalo,fb chạy ngon lành, rất hài lòng, cảm ơn shop đã đem lại niềm tin cho mình khi mua sản phẩm của shop, chúc shop luôn thành công nhé, ",0
